s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 9.2191198E+002, 2.0402040E+001, 2.0468193E+001, 2.0468193E+001, 2.2891165E+001, 3.2735338E+001, 3.6302589E+001, 3.6302589E+001, 8.1534230E+001, 9.3169039E+001, 9.3169039E+001, 9.5111659E+001, 9.5180566E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6871326E-001, 8.3249399E-001, 8.3249399E-001, 8.3047204E-001, 6.0910624E-001, 6.0238056E-001, 6.0238056E-001, 4.3938106E-001, 1.3766369E+000, 1.3766369E+000, 1.4690802E+000, 1.3526140E+000, 1.3526140E+000, 1.3526140E+000, 5.5368579E-001
 9.2354322E+002, 2.0407559E+001, 2.0520892E+001, 2.0520892E+001, 2.2856255E+001, 3.2042465E+001, 3.7092366E+001, 3.7092366E+001, 8.3977156E+001, 9.3111394E+001, 9.3111394E+001, 9.4887428E+001, 9.5054934E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0098542E-001, 8.7776560E-001, 8.7776560E-001, 8.9501166E-001, 7.0866978E-001, 5.4237251E-001, 5.4237251E-001, 4.7790245E-001, 1.3221729E+000, 1.3221729E+000, 1.3841265E+000, 1.3459408E+000, 1.3459408E+000, 1.3459408E+000, 5.0938388E-001
 9.2571822E+002, 2.0416309E+001, 2.0589173E+001, 2.0589173E+001, 2.2605098E+001, 3.0047444E+001, 3.8417058E+001, 3.8417058E+001, 8.5162703E+001, 9.2962914E+001, 9.2962914E+001, 9.4614363E+001, 9.5003496E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1410166E-001, 9.4292084E-001, 9.4292084E-001, 9.3759191E-001, 8.3305547E-001, 4.9551739E-001, 4.9551739E-001, 5.5743463E-001, 1.1696611E+000, 1.1696611E+000, 1.4111114E+000, 1.4080822E+000, 1.4080822E+000, 1.4080822E+000, 4.5458184E-001
 9.2734947E+002, 2.0432792E+001, 2.0642514E+001, 2.0642514E+001, 2.2384760E+001, 2.7865504E+001, 4.0606230E+001, 4.0606230E+001, 8.6187612E+001, 9.2643475E+001, 9.2643475E+001, 9.4486775E+001, 9.4973684E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9849317E-001, 1.0026064E+000, 1.0026064E+000, 9.3389219E-001, 9.1986034E-001, 4.6334508E-001, 4.6334508E-001, 6.2613785E-001, 1.0252703E+000, 1.0252703E+000, 1.3866526E+000, 1.4688995E+000, 1.4688995E+000, 1.4688995E+000, 3.9857267E-001
 9.2898072E+002, 2.0447606E+001, 2.0667597E+001, 2.0667597E+001, 2.2200260E+001, 2.6626465E+001, 4.3667163E+001, 4.3667163E+001, 8.6816816E+001, 9.1912171E+001, 9.1912171E+001, 9.4493661E+001, 9.4941658E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7135845E-001, 1.0408193E+000, 1.0408193E+000, 9.0361674E-001, 9.3528668E-001, 4.3499274E-001, 4.3499274E-001, 6.7316765E-001, 1.0267984E+000, 1.0267984E+000, 1.2698664E+000, 1.5100715E+000, 1.5100715E+000, 1.5100715E+000, 3.5836748E-001
 9.3061197E+002, 2.0458820E+001, 2.0667284E+001, 2.0667284E+001, 2.1967013E+001, 2.5908900E+001, 4.8006069E+001, 4.8006069E+001, 8.7252248E+001, 9.1617145E+001, 9.1617145E+001, 9.4526138E+001, 9.4897237E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5201713E-001, 1.0647386E+000, 1.0647386E+000, 8.7424932E-001, 8.9902299E-001, 4.0203491E-001, 4.0203491E-001, 7.2544704E-001, 1.0787688E+000, 1.0787688E+000, 1.2579525E+000, 1.5356661E+000, 1.5356661E+000, 1.5356661E+000, 3.3020597E-001
 9.3278697E+002, 2.0470943E+001, 2.0657128E+001, 2.0657128E+001, 2.1752760E+001, 2.5605992E+001, 5.3127746E+001, 5.3127746E+001, 8.7880836E+001, 9.2454103E+001, 9.2454103E+001, 9.4601221E+001, 9.4814477E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4502232E-001, 1.0657574E+000, 1.0657574E+000, 8.6824896E-001, 8.2185179E-001, 3.5732157E-001, 3.5732157E-001, 7.9606272E-001, 1.0448824E+000, 1.0448824E+000, 1.3944521E+000, 1.5220784E+000, 1.5220784E+000, 1.5220784E+000, 3.2629023E-001
 9.3441822E+002, 2.0479971E+001, 2.0653454E+001, 2.0653454E+001, 2.1614217E+001, 2.5568720E+001, 5.5982728E+001, 5.5982728E+001, 8.8486378E+001, 9.3246943E+001, 9.3246943E+001, 9.4715897E+001, 9.4739938E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3553110E-001, 1.0370201E+000, 1.0370201E+000, 8.8651430E-001, 7.5002090E-001, 3.0670036E-001, 3.0670036E-001, 8.5671707E-001, 1.0079216E+000, 1.0079216E+000, 1.4567288E+000, 1.5164747E+000, 1.5164747E+000, 1.5164747E+000, 3.5129529E-001
 9.3604947E+002, 2.0483836E+001, 2.0646593E+001, 2.0646593E+001, 2.1577530E+001, 2.5611423E+001, 5.6547999E+001, 5.6547999E+001, 8.8071840E+001, 9.3548249E+001, 9.3548249E+001, 9.4637895E+001, 9.4671298E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.1003452E-001, 9.9526051E-001, 9.9526051E-001, 8.9798757E-001, 7.1296511E-001, 2.5994670E-001, 2.5994670E-001, 8.8747689E-001, 1.1061197E+000, 1.1061197E+000, 1.4137051E+000, 1.5563177E+000, 1.5563177E+000, 1.5563177E+000, 3.8151154E-001
 9.3822447E+002, 2.0487915E+001, 2.0633319E+001, 2.0633319E+001, 2.1606017E+001, 2.5577564E+001, 5.4854534E+001, 5.4854534E+001, 8.6654961E+001, 9.3387435E+001, 9.3387435E+001, 9.4362537E+001, 9.4617980E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6764565E-001, 9.4989477E-001, 9.4989477E-001, 8.8966923E-001, 7.0075687E-001, 2.1643132E-001, 2.1643132E-001, 9.0670467E-001, 1.2296584E+000, 1.2296584E+000, 1.3521154E+000, 1.5995897E+000, 1.5995897E+000, 1.5995897E+000, 4.0281526E-001
 9.3985571E+002, 2.0490819E+001, 2.0604504E+001, 2.0604504E+001, 2.1743161E+001, 2.5386461E+001, 5.2019100E+001, 5.2019100E+001, 8.5223987E+001, 9.2881479E+001, 9.2881479E+001, 9.4145807E+001, 9.4687696E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3694549E-001, 9.3114538E-001, 9.3114538E-001, 8.7285934E-001, 7.0996229E-001, 1.9376548E-001, 1.9376548E-001, 9.2851376E-001, 1.1969131E+000, 1.1969131E+000, 1.3650265E+000, 1.5824467E+000, 1.5824467E+000, 1.5824467E+000, 4.1521831E-001
 9.4148696E+002, 2.0484259E+001, 2.0577196E+001, 2.0577196E+001, 2.1968866E+001, 2.4997656E+001, 4.9894583E+001, 4.9894583E+001, 8.4851771E+001, 9.2416321E+001, 9.2416321E+001, 9.4378676E+001, 9.5112206E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3573081E-001, 9.4289586E-001, 9.4289586E-001, 8.6410085E-001, 7.2406489E-001, 1.8162010E-001, 1.8162010E-001, 9.4829981E-001, 1.0962674E+000, 1.0962674E+000, 1.4199251E+000, 1.5377278E+000, 1.5377278E+000, 1.5377278E+000, 4.4045790E-001
 9.4366196E+002, 2.0467285E+001, 2.0579259E+001, 2.0579259E+001, 2.1816713E+001, 2.4254324E+001, 4.8049700E+001, 4.8049700E+001, 8.5240046E+001, 9.2071328E+001, 9.2071328E+001, 9.5375538E+001, 9.5948772E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6333972E-001, 9.6196077E-001, 9.6196077E-001, 8.5830428E-001, 7.3023464E-001, 1.5954602E-001, 1.5954602E-001, 9.6092891E-001, 1.0823347E+000, 1.0823347E+000, 1.4458128E+000, 1.4896950E+000, 1.4896950E+000, 1.4896950E+000, 4.9984979E-001
 9.4529321E+002, 2.0444928E+001, 2.0507047E+001, 2.0507047E+001, 2.1337756E+001, 2.3538850E+001, 4.7478606E+001, 4.7478606E+001, 8.6637889E+001, 9.2822129E+001, 9.2822129E+001, 9.6375112E+001, 9.6517081E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9581424E-001, 9.6169346E-001, 9.6169346E-001, 8.5156526E-001, 7.1751885E-001, 1.2844647E-001, 1.2844647E-001, 9.5310211E-001, 1.1269991E+000, 1.1269991E+000, 1.4570863E+000, 1.4424130E+000, 1.4424130E+000, 1.4424130E+000, 5.7858442E-001
 9.4692446E+002, 2.0421029E+001, 2.0448005E+001, 2.0448005E+001, 2.0953858E+001, 2.3287289E+001, 4.9129319E+001, 4.9129319E+001, 8.7517001E+001, 9.3880900E+001, 9.3880900E+001, 9.6617121E+001, 9.6520501E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0896882E-001, 9.5750780E-001, 9.5750780E-001, 8.4161176E-001, 6.9433893E-001, 1.1081238E-001, 1.1081238E-001, 9.2625539E-001, 1.1306495E+000, 1.1306495E+000, 1.4932782E+000, 1.4254378E+000, 1.4254378E+000, 1.4254378E+000, 6.5536930E-001
 9.4909946E+002, 2.0392983E+001, 2.0389286E+001, 2.0389286E+001, 2.0666549E+001, 2.3565434E+001, 5.3315257E+001, 5.3315257E+001, 8.7852560E+001, 9.4777782E+001, 9.4777782E+001, 9.6561315E+001, 9.6417103E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.1347868E-001, 9.6934326E-001, 9.6934326E-001, 8.1889756E-001, 6.6397533E-001, 1.2505629E-001, 1.2505629E-001, 8.8353053E-001, 1.1628872E+000, 1.1628872E+000, 1.5392618E+000, 1.4557050E+000, 1.4557050E+000, 1.4557050E+000, 7.2011829E-001
 9.5073071E+002, 2.0364929E+001, 2.0337633E+001, 2.0337633E+001, 2.0525922E+001, 2.4313322E+001, 5.8640861E+001, 5.8640861E+001, 8.7846556E+001, 9.4328373E+001, 9.4328373E+001, 9.6281732E+001, 9.6461703E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.2570164E-001, 9.8576107E-001, 9.8576107E-001, 7.8996922E-001, 6.3847940E-001, 1.4928000E-001, 1.4928000E-001, 8.4287783E-001, 1.2034191E+000, 1.2034191E+000, 1.5081169E+000, 1.4682871E+000, 1.4682871E+000, 1.4682871E+000, 7.1993831E-001
 9.5236196E+002, 2.0344946E+001, 2.0318845E+001, 2.0318845E+001, 2.0484032E+001, 2.5140606E+001, 6.2767039E+001, 6.2767039E+001, 8.6858505E+001, 9.3484893E+001, 9.3484893E+001, 9.5917552E+001, 9.6598191E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4778682E-001, 9.8981092E-001, 9.8981092E-001, 7.7147696E-001, 6.2340415E-001, 1.5410626E-001, 1.5410626E-001, 8.0727860E-001, 1.1640130E+000, 1.1640130E+000, 1.3990244E+000, 1.4328494E+000, 1.4328494E+000, 1.4328494E+000, 6.8051214E-001
 9.5453696E+002, 2.0330089E+001, 2.0291099E+001, 2.0291099E+001, 2.0495478E+001, 2.6330930E+001, 6.5191894E+001, 6.5191894E+001, 8.4261987E+001, 9.3229268E+001, 9.3229268E+001, 9.5726416E+001, 9.6794960E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8382572E-001, 9.7586778E-001, 9.7586778E-001, 7.6725210E-001, 6.1278179E-001, 1.4773195E-001, 1.4773195E-001, 7.5973507E-001, 1.0153352E+000, 1.0153352E+000, 1.2956454E+000, 1.3896408E+000, 1.3896408E+000, 1.3896408E+000, 6.4314037E-001
 9.5604862E+002, 2.0329746E+001, 2.0240870E+001, 2.0240870E+001, 2.0525072E+001, 2.7332464E+001, 6.5291592E+001, 6.5291592E+001, 8.2645084E+001, 9.3281917E+001, 9.3281917E+001, 9.5951341E+001, 9.6970831E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2811985E-001, 9.4425368E-001, 9.4425368E-001, 7.7584764E-001, 6.0559651E-001, 1.4054920E-001, 1.4054920E-001, 7.3263497E-001, 8.8510967E-001, 8.8510967E-001, 1.2824209E+000, 1.4041864E+000, 1.4041864E+000, 1.4041864E+000, 6.2732110E-001
 9.5798445E+002, 2.0346773E+001, 2.0197142E+001, 2.0197142E+001, 2.0542191E+001, 2.7743996E+001, 6.4340882E+001, 6.4340882E+001, 8.3466166E+001, 9.3343280E+001, 9.3343280E+001, 9.6364021E+001, 9.7053861E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6385566E-001, 9.0585407E-001, 9.0585407E-001, 7.8505318E-001, 5.9649920E-001, 1.4041380E-001, 1.4041380E-001, 7.6113355E-001, 9.2349800E-001, 9.2349800E-001, 1.3320095E+000, 1.4623390E+000, 1.4623390E+000, 1.4623390E+000, 6.1309917E-001
 9.5943632E+002, 2.0369143E+001, 2.0169392E+001, 2.0169392E+001, 2.0556457E+001, 2.7751338E+001, 6.3222875E+001, 6.3222875E+001, 8.6497188E+001, 9.3552122E+001, 9.3552122E+001, 9.6605571E+001, 9.7041872E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.7445428E-001, 8.7070016E-001, 8.7070016E-001, 7.8696253E-001, 5.8165858E-001, 1.5092475E-001, 1.5092475E-001, 8.3110312E-001, 1.0599929E+000, 1.0599929E+000, 1.3823221E+000, 1.5075600E+000, 1.5075600E+000, 1.5075600E+000, 5.8788012E-001
 9.6137216E+002, 2.0380268E+001, 2.0166594E+001, 2.0166594E+001, 2.0557857E+001, 2.7875802E+001, 6.2121743E+001, 6.2121743E+001, 8.8676431E+001, 9.3932176E+001, 9.3932176E+001, 9.6687709E+001, 9.7026245E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5064884E-001, 8.4117764E-001, 8.4117764E-001, 7.7849647E-001, 5.6157290E-001, 1.8067100E-001, 1.8067100E-001, 9.1154662E-001, 1.1649899E+000, 1.1649899E+000, 1.4081663E+000, 1.5206529E+000, 1.5206529E+000, 1.5206529E+000, 5.5668532E-001
 9.6330799E+002, 2.0380820E+001, 2.0196755E+001, 2.0196755E+001, 2.0543161E+001, 2.8273830E+001, 6.1641547E+001, 6.1641547E+001, 8.9639482E+001, 9.4433714E+001, 9.4433714E+001, 9.6710148E+001, 9.7061433E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9967735E-001, 8.1130014E-001, 8.1130014E-001, 7.5927357E-001, 5.3677860E-001, 2.3808896E-001, 2.3808896E-001, 9.8953437E-001, 1.2331314E+000, 1.2331314E+000, 1.4085316E+000, 1.5211531E+000, 1.5211531E+000, 1.5211531E+000, 5.2779079E-001
 9.6524382E+002, 2.0382091E+001, 2.0243270E+001, 2.0243270E+001, 2.0545998E+001, 2.8721035E+001, 6.2098384E+001, 6.2098384E+001, 8.9843770E+001, 9.4578421E+001, 9.4578421E+001, 9.6702453E+001, 9.7066574E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5492830E-001, 7.8734895E-001, 7.8734895E-001, 7.3892430E-001, 5.1890629E-001, 3.0330988E-001, 3.0330988E-001, 1.0221440E+000, 1.2757609E+000, 1.2757609E+000, 1.3804579E+000, 1.5130175E+000, 1.5130175E+000, 1.5130175E+000, 5.1620475E-001
 9.6669569E+002, 2.0385350E+001, 2.0274664E+001, 2.0274664E+001, 2.0562840E+001, 2.8946798E+001, 6.2283172E+001, 6.2283172E+001, 8.9351085E+001, 9.4319403E+001, 9.4319403E+001, 9.6637134E+001, 9.7005650E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3940351E-001, 7.7311538E-001, 7.7311538E-001, 7.2803046E-001, 5.1635370E-001, 3.4760549E-001, 3.4760549E-001, 9.8950613E-001, 1.2941943E+000, 1.2941943E+000, 1.3480475E+000, 1.4948281E+000, 1.4948281E+000, 1.4948281E+000, 5.1943241E-001
 9.6863152E+002, 2.0386769E+001, 2.0295347E+001, 2.0295347E+001, 2.0584240E+001, 2.9082753E+001, 6.0699265E+001, 6.0699265E+001, 8.7900068E+001, 9.3701555E+001, 9.3701555E+001, 9.6522390E+001, 9.6921628E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4843918E-001, 7.6997141E-001, 7.6997141E-001, 7.2426901E-001, 5.3168075E-001, 3.7104859E-001, 3.7104859E-001, 9.1296381E-001, 1.2973395E+000, 1.2973395E+000, 1.3252937E+000, 1.4791688E+000, 1.4791688E+000, 1.4791688E+000, 5.3857935E-001
 9.7056735E+002, 2.0385377E+001, 2.0320053E+001, 2.0320053E+001, 2.0612078E+001, 2.8739312E+001, 5.6813407E+001, 5.6813407E+001, 8.4386371E+001, 9.3117690E+001, 9.3117690E+001, 9.6359752E+001, 9.6819556E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7407770E-001, 7.8020142E-001, 7.8020142E-001, 7.1915724E-001, 5.6943927E-001, 3.8587430E-001, 3.8587430E-001, 8.5278962E-001, 1.2786630E+000, 1.2786630E+000, 1.3151003E+000, 1.4895078E+000, 1.4895078E+000, 1.4895078E+000, 5.6696619E-001
 9.7216441E+002, 2.0394081E+001, 2.0346279E+001, 2.0346279E+001, 2.0623114E+001, 2.7597754E+001, 5.1862270E+001, 5.1862270E+001, 8.0468545E+001, 9.2786296E+001, 9.2786296E+001, 9.6137299E+001, 9.6724834E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9919670E-001, 7.9597617E-001, 7.9597617E-001, 7.1060185E-001, 6.1507999E-001, 4.1053634E-001, 4.1053634E-001, 8.6248926E-001, 1.2411994E+000, 1.2411994E+000, 1.2984520E+000, 1.5171655E+000, 1.5171655E+000, 1.5171655E+000, 6.0465304E-001
 9.7429382E+002, 2.0422084E+001, 2.0360776E+001, 2.0360776E+001, 2.0652448E+001, 2.6139898E+001, 4.6896786E+001, 4.6896786E+001, 7.7907972E+001, 9.2848574E+001, 9.2848574E+001, 9.5765895E+001, 9.6500354E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.0549916E-001, 8.0717793E-001, 8.0717793E-001, 7.0603689E-001, 6.5388820E-001, 4.6187074E-001, 4.6187074E-001, 9.1317828E-001, 1.1782680E+000, 1.1782680E+000, 1.2641040E+000, 1.5328583E+000, 1.5328583E+000, 1.5328583E+000, 6.5943294E-001
 9.7589088E+002, 2.0444978E+001, 2.0363678E+001, 2.0363678E+001, 2.0733687E+001, 2.4770386E+001, 4.2780008E+001, 4.2780008E+001, 7.8352498E+001, 9.3080848E+001, 9.3080848E+001, 9.5269668E+001, 9.6169149E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7927916E-001, 8.0398534E-001, 8.0398534E-001, 7.1278448E-001, 6.7022275E-001, 5.2017935E-001, 5.2017935E-001, 9.4709721E-001, 1.0958903E+000, 1.0958903E+000, 1.2355815E+000, 1.5289435E+000, 1.5289435E+000, 1.5289435E+000, 7.0792267E-001
 9.7748794E+002, 2.0452451E+001, 2.0361137E+001, 2.0361137E+001, 2.0704130E+001, 2.3766348E+001, 4.0206587E+001, 4.0206587E+001, 8.0536479E+001, 9.3264792E+001, 9.3264792E+001, 9.4942785E+001, 9.5875391E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.3344742E-001, 7.9387812E-001, 7.9387812E-001, 7.2610528E-001, 6.6127163E-001, 5.5595578E-001, 5.5595578E-001, 9.3183482E-001, 1.0339011E+000, 1.0339011E+000, 1.2289672E+000, 1.5285461E+000, 1.5285461E+000, 1.5285461E+000, 7.2002203E-001
 9.7961736E+002, 2.0444922E+001, 2.0357088E+001, 2.0357088E+001, 2.0599898E+001, 2.3068746E+001, 3.7841620E+001, 3.7841620E+001, 8.2107688E+001, 9.3177328E+001, 9.3177328E+001, 9.4651237E+001, 9.5579081E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0639055E-001, 7.9080662E-001, 7.9080662E-001, 7.4402324E-001, 6.2954913E-001, 5.7834100E-001, 5.7834100E-001, 8.6621228E-001, 9.9967780E-001, 9.9967780E-001, 1.2276499E+000, 1.5409340E+000, 1.5409340E+000, 1.5409340E+000, 6.9926643E-001
 9.8121442E+002, 2.0424307E+001, 2.0346654E+001, 2.0346654E+001, 2.0536646E+001, 2.2701349E+001, 3.5925150E+001, 3.5925150E+001, 8.1557645E+001, 9.2790008E+001, 9.2790008E+001, 9.4321655E+001, 9.5328308E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4780199E-001, 8.0147752E-001, 8.0147752E-001, 7.6148939E-001, 5.8930916E-001, 5.8873933E-001, 5.8873933E-001, 7.7716454E-001, 1.0200430E+000, 1.0200430E+000, 1.2260580E+000, 1.5411161E+000, 1.5411161E+000, 1.5411161E+000, 6.5554843E-001
 9.8281148E+002, 2.0409750E+001, 2.0330682E+001, 2.0330682E+001, 2.0516030E+001, 2.2524537E+001, 3.4952117E+001, 3.4952117E+001, 7.9452173E+001, 9.2219091E+001, 9.2219091E+001, 9.3996480E+001, 9.5132767E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1214344E-001, 8.0667793E-001, 8.0667793E-001, 7.7402348E-001, 5.6284086E-001, 5.9040969E-001, 5.9040969E-001, 6.9940688E-001, 1.0799691E+000, 1.0799691E+000, 1.2360772E+000, 1.5022964E+000, 1.5022964E+000, 1.5022964E+000, 6.2479578E-001
 9.8494089E+002, 2.0401303E+001, 2.0302622E+001, 2.0302622E+001, 2.0533179E+001, 2.2452546E+001, 3.4121269E+001, 3.4121269E+001, 7.6732403E+001, 9.1047814E+001, 9.1047814E+001, 9.3575423E+001, 9.4925874E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6099970E-001, 7.9005467E-001, 7.9005467E-001, 7.7992490E-001, 5.5909448E-001, 5.8425461E-001, 5.8425461E-001, 6.1850784E-001, 1.1660832E+000, 1.1660832E+000, 1.2604616E+000, 1.4242507E+000, 1.4242507E+000, 1.4242507E+000, 6.1871214E-001
 9.8653795E+002, 2.0399766E+001, 2.0265131E+001, 2.0265131E+001, 2.0620011E+001, 2.2465376E+001, 3.2968572E+001, 3.2968572E+001, 7.4053285E+001, 8.9647723E+001, 8.9647723E+001, 9.3598492E+001, 9.4781220E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6164292E-001, 7.6924527E-001, 7.6924527E-001, 7.7931972E-001, 5.8973047E-001, 5.6987002E-001, 5.6987002E-001, 5.5187799E-001, 1.2423234E+000, 1.2423234E+000, 1.2650422E+000, 1.3544126E+000, 1.3544126E+000, 1.3544126E+000, 6.3106048E-001
 9.8866737E+002, 2.0389047E+001, 2.0227602E+001, 2.0227602E+001, 2.0777160E+001, 2.2429280E+001, 3.1640340E+001, 3.1640340E+001, 7.1844089E+001, 8.8789025E+001, 8.8789025E+001, 9.3878108E+001, 9.4665512E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1520388E-001, 7.6000149E-001, 7.6000149E-001, 7.8335606E-001, 6.5003814E-001, 5.4975598E-001, 5.4975598E-001, 5.0060081E-001, 1.3019909E+000, 1.3019909E+000, 1.2411428E+000, 1.3186461E+000, 1.3186461E+000, 1.3186461E+000, 6.5171277E-001
 9.9026443E+002, 2.0369027E+001, 2.0214213E+001, 2.0214213E+001, 2.0868851E+001, 2.2195517E+001, 3.0489424E+001, 3.0489424E+001, 7.0742201E+001, 8.8202424E+001, 8.8202424E+001, 9.3707775E+001, 9.4588575E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5247718E-001, 7.4495105E-001, 7.4495105E-001, 7.8992582E-001, 7.2075732E-001, 5.3098687E-001, 5.3098687E-001, 4.5196397E-001, 1.3446827E+000, 1.3446827E+000, 1.2169384E+000, 1.3026331E+000, 1.3026331E+000, 1.3026331E+000, 6.6711155E-001
 9.9186149E+002, 2.0360357E+001, 2.0216443E+001, 2.0216443E+001, 2.0779262E+001, 2.1859297E+001, 2.9689258E+001, 2.9689258E+001, 7.0678966E+001, 8.7978832E+001, 8.7978832E+001, 9.3458108E+001, 9.4519976E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0796149E-001, 7.1817055E-001, 7.1817055E-001, 7.8585574E-001, 7.7567706E-001, 5.2006759E-001, 5.2006759E-001, 3.9908440E-001, 1.3619116E+000, 1.3619116E+000, 1.2101015E+000, 1.3040151E+000, 1.3040151E+000, 1.3040151E+000, 6.7398612E-001
 9.9399090E+002, 2.0356635E+001, 2.0215871E+001, 2.0215871E+001, 2.0556415E+001, 2.1480260E+001, 2.9351463E+001, 2.9351463E+001, 7.0332005E+001, 8.7624236E+001, 8.7624236E+001, 9.3122903E+001, 9.4402811E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0120178E-001, 6.9375924E-001, 6.9375924E-001, 7.6845983E-001, 8.2056402E-001, 5.1202248E-001, 5.1202248E-001, 3.2139667E-001, 1.3584001E+000, 1.3584001E+000, 1.2128320E+000, 1.3343186E+000, 1.3343186E+000, 1.3343186E+000, 6.8224417E-001
 9.9558796E+002, 2.0342079E+001, 2.0214768E+001, 2.0214768E+001, 2.0395657E+001, 2.1200416E+001, 2.9740603E+001, 2.9740603E+001, 6.9052612E+001, 8.7174140E+001, 8.7174140E+001, 9.2763970E+001, 9.4223719E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4355345E-001, 6.9876476E-001, 6.9876476E-001, 7.5599024E-001, 8.4377883E-001, 5.0403478E-001, 5.0403478E-001, 2.4526900E-001, 1.3344364E+000, 1.3344364E+000, 1.2146996E+000, 1.3825394E+000, 1.3825394E+000, 1.3825394E+000, 6.8706021E-001
 9.9771737E+002, 2.0316423E+001, 2.0206332E+001, 2.0206332E+001, 2.0304744E+001, 2.1082543E+001, 3.0534489E+001, 3.0534489E+001, 6.7467724E+001, 8.6770596E+001, 8.6770596E+001, 9.2431919E+001, 9.4020897E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.1432260E-001, 7.2754323E-001, 7.2754323E-001, 7.6480050E-001, 8.5213158E-001, 4.9600198E-001, 4.9600198E-001, 1.9458599E-001, 1.2973676E+000, 1.2973676E+000, 1.2191813E+000, 1.4264174E+000, 1.4264174E+000, 1.4264174E+000, 6.8118001E-001
 9.9931443E+002, 2.0285678E+001, 2.0193274E+001, 2.0193274E+001, 2.0260769E+001, 2.1094938E+001, 3.1507130E+001, 3.1507130E+001, 6.5738082E+001, 8.6527314E+001, 8.6527314E+001, 9.2147022E+001, 9.3859675E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.9052986E-001, 7.5532263E-001, 7.5532263E-001, 7.8751187E-001, 8.5420980E-001, 4.8970566E-001, 4.8970566E-001, 1.6951528E-001, 1.2607526E+000, 1.2607526E+000, 1.2325484E+000, 1.4582247E+000, 1.4582247E+000, 1.4582247E+000, 6.6833501E-001
