s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"temp-1","temp-2","temp-3","temp-4","temp-5","temp-6","temp-7","temp-8","temp-9","temp-10","temp-11","temp-12","temp-13","temp-14","temp-15","vel-1","vel-2","vel-3","vel-4","vel-5","vel-6","vel-7","vel-8","vel-9","vel-10","vel-11","vel-12","vel-13","vel-14","vel-15"
 1.0009115E+003, 2.0255114E+001, 2.0164427E+001, 2.0164427E+001, 2.0253385E+001, 2.1363864E+001, 3.2166859E+001, 3.2166859E+001, 6.3897741E+001, 8.6715473E+001, 8.6715473E+001, 9.1992757E+001, 9.3747236E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0410779E+000, 7.8557539E-001, 7.8557539E-001, 8.1847541E-001, 8.5208325E-001, 4.8745256E-001, 4.8745256E-001, 1.5946852E-001, 1.2382170E+000, 1.2382170E+000, 1.2453356E+000, 1.4740074E+000, 1.4740074E+000, 1.4740074E+000, 6.5580278E-001
 1.0030409E+003, 2.0227920E+001, 2.0129941E+001, 2.0129941E+001, 2.0314746E+001, 2.1974061E+001, 3.2415851E+001, 3.2415851E+001, 6.2239251E+001, 8.7205014E+001, 8.7205014E+001, 9.1993667E+001, 9.3689831E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0622819E+000, 8.4421474E-001, 8.4421474E-001, 8.6626735E-001, 8.3873952E-001, 4.8483291E-001, 4.8483291E-001, 1.5814827E-001, 1.2279078E+000, 1.2279078E+000, 1.2582987E+000, 1.4842614E+000, 1.4842614E+000, 1.4842614E+000, 6.4082920E-001
 1.0046380E+003, 2.0219020E+001, 2.0131177E+001, 2.0131177E+001, 2.0505309E+001, 2.2816918E+001, 3.2572972E+001, 3.2572972E+001, 6.2330821E+001, 8.7713535E+001, 8.7713535E+001, 9.2230406E+001, 9.3719308E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 1.0307575E+000, 9.0695817E-001, 9.0695817E-001, 9.0802045E-001, 8.1075083E-001, 4.7796593E-001, 4.7796593E-001, 1.7387367E-001, 1.2356079E+000, 1.2356079E+000, 1.2789161E+000, 1.5018061E+000, 1.5018061E+000, 1.5018061E+000, 6.3008312E-001
 1.0062350E+003, 2.0229562E+001, 2.0170988E+001, 2.0170988E+001, 2.0767076E+001, 2.3670272E+001, 3.3277355E+001, 3.3277355E+001, 6.4126318E+001, 8.8160745E+001, 8.8160745E+001, 9.2494165E+001, 9.3754945E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5599454E-001, 9.3651115E-001, 9.3651115E-001, 9.1991495E-001, 7.7751981E-001, 4.6946447E-001, 4.6946447E-001, 2.0955907E-001, 1.2556756E+000, 1.2556756E+000, 1.3092465E+000, 1.5331831E+000, 1.5331831E+000, 1.5331831E+000, 6.2032928E-001
 1.0083644E+003, 2.0256712E+001, 2.0236508E+001, 2.0236508E+001, 2.1033243E+001, 2.4484153E+001, 3.5130299E+001, 3.5130299E+001, 6.7619158E+001, 8.8824875E+001, 8.8824875E+001, 9.2696108E+001, 9.3792575E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.4203557E-001, 9.5544969E-001, 9.5544969E-001, 8.9351354E-001, 7.3604911E-001, 4.5962600E-001, 4.5962600E-001, 2.7756744E-001, 1.2867041E+000, 1.2867041E+000, 1.3449947E+000, 1.5790176E+000, 1.5790176E+000, 1.5790176E+000, 6.2314309E-001
 1.0099615E+003, 2.0289985E+001, 2.0280794E+001, 2.0280794E+001, 2.1068064E+001, 2.4910190E+001, 3.8322998E+001, 3.8322998E+001, 7.1829456E+001, 8.9410153E+001, 8.9410153E+001, 9.2788952E+001, 9.3842855E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4757734E-001, 9.7717387E-001, 9.7717387E-001, 8.3334332E-001, 6.9729560E-001, 4.4720223E-001, 4.4720223E-001, 3.5684540E-001, 1.3081103E+000, 1.3081103E+000, 1.3580683E+000, 1.6050105E+000, 1.6050105E+000, 1.6050105E+000, 6.1456574E-001
 1.0116118E+003, 2.0309065E+001, 2.0278827E+001, 2.0278827E+001, 2.1013407E+001, 2.5191616E+001, 4.2225207E+001, 4.2225207E+001, 7.5138639E+001, 8.9810353E+001, 8.9810353E+001, 9.2848943E+001, 9.3925079E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.0930440E-001, 9.8634894E-001, 9.8634894E-001, 7.7287283E-001, 6.6703255E-001, 4.2578881E-001, 4.2578881E-001, 4.2172248E-001, 1.3064528E+000, 1.3064528E+000, 1.3435137E+000, 1.5997559E+000, 1.5997559E+000, 1.5997559E+000, 5.9409211E-001
 1.0139542E+003, 2.0316909E+001, 2.0257524E+001, 2.0257524E+001, 2.0974568E+001, 2.5778920E+001, 4.7076809E+001, 4.7076809E+001, 7.8625846E+001, 8.9489697E+001, 8.9489697E+001, 9.2916638E+001, 9.4152095E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.1988200E-001, 9.7247476E-001, 9.7247476E-001, 7.1997222E-001, 6.3626683E-001, 3.7784592E-001, 3.7784592E-001, 4.9486629E-001, 1.2806969E+000, 1.2806969E+000, 1.3073237E+000, 1.5707517E+000, 1.5707517E+000, 1.5707517E+000, 5.5467384E-001
 1.0157109E+003, 2.0313239E+001, 2.0235164E+001, 2.0235164E+001, 2.0883828E+001, 2.6177383E+001, 5.1574563E+001, 5.1574563E+001, 8.0670010E+001, 8.8697306E+001, 8.8697306E+001, 9.2950804E+001, 9.4454118E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7744383E-001, 9.4730083E-001, 9.4730083E-001, 6.9470994E-001, 6.1263192E-001, 3.0979928E-001, 3.0979928E-001, 5.7445543E-001, 1.2357093E+000, 1.2357093E+000, 1.2782252E+000, 1.5309621E+000, 1.5309621E+000, 1.5309621E+000, 4.9083402E-001
 1.0174677E+003, 2.0310682E+001, 2.0235895E+001, 2.0235895E+001, 2.0783142E+001, 2.6080774E+001, 5.4661742E+001, 5.4661742E+001, 8.1229559E+001, 8.8808620E+001, 8.8808620E+001, 9.2995842E+001, 9.4616148E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5055491E-001, 9.2839196E-001, 9.2839196E-001, 6.8914517E-001, 5.9873602E-001, 2.4797668E-001, 2.4797668E-001, 6.5503554E-001, 1.1722364E+000, 1.1722364E+000, 1.2848026E+000, 1.5009762E+000, 1.5009762E+000, 1.5009762E+000, 4.3111489E-001
 1.0192245E+003, 2.0317291E+001, 2.0248505E+001, 2.0248505E+001, 2.0688620E+001, 2.5694666E+001, 5.7385688E+001, 5.7385688E+001, 8.2205227E+001, 8.9377426E+001, 8.9377426E+001, 9.3142805E+001, 9.4668513E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2444379E-001, 9.0815788E-001, 9.0815788E-001, 6.9329478E-001, 5.9110985E-001, 2.0160301E-001, 2.0160301E-001, 7.4842542E-001, 1.0743509E+000, 1.0743509E+000, 1.3250304E+000, 1.4919310E+000, 1.4919310E+000, 1.4919310E+000, 3.7499814E-001
 1.0209812E+003, 2.0332717E+001, 2.0302584E+001, 2.0302584E+001, 2.0609700E+001, 2.5207277E+001, 6.0125485E+001, 6.0125485E+001, 8.4525790E+001, 8.9977819E+001, 8.9977819E+001, 9.3321264E+001, 9.4674188E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.7563625E-001, 8.8051756E-001, 8.8051756E-001, 7.0708092E-001, 5.8933675E-001, 1.9204496E-001, 1.9204496E-001, 8.4730342E-001, 9.6721410E-001, 9.6721410E-001, 1.3843493E+000, 1.5022856E+000, 1.5022856E+000, 1.5022856E+000, 3.2390240E-001
 1.0227380E+003, 2.0348132E+001, 2.0380473E+001, 2.0380473E+001, 2.0563757E+001, 2.4796690E+001, 6.1912773E+001, 6.1912773E+001, 8.6743149E+001, 9.0315398E+001, 9.0315398E+001, 9.3555292E+001, 9.4732707E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.8556023E-001, 8.4654296E-001, 8.4654296E-001, 7.3009722E-001, 5.9283851E-001, 2.2861440E-001, 2.2861440E-001, 9.3028758E-001, 9.2684161E-001, 9.2684161E-001, 1.4363882E+000, 1.5126858E+000, 1.5126858E+000, 1.5126858E+000, 2.9530187E-001
 1.0246704E+003, 2.0352563E+001, 2.0423347E+001, 2.0423347E+001, 2.0543059E+001, 2.4617254E+001, 6.0973618E+001, 6.0973618E+001, 8.7598052E+001, 9.0359564E+001, 9.0359564E+001, 9.3871506E+001, 9.4783438E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.4955681E-001, 8.1536904E-001, 8.1536904E-001, 7.6068412E-001, 6.0158951E-001, 2.9991536E-001, 2.9991536E-001, 9.7967814E-001, 1.0009747E+000, 1.0009747E+000, 1.4536955E+000, 1.5109820E+000, 1.5109820E+000, 1.5109820E+000, 3.0954846E-001
 1.0266029E+003, 2.0346134E+001, 2.0374372E+001, 2.0374372E+001, 2.0528163E+001, 2.4556405E+001, 5.7581819E+001, 5.7581819E+001, 8.6857439E+001, 9.0535847E+001, 9.0535847E+001, 9.4093343E+001, 9.4799690E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.7829304E-001, 8.0426781E-001, 8.0426781E-001, 7.8800624E-001, 6.1208305E-001, 3.7845107E-001, 3.7845107E-001, 9.8765385E-001, 1.1116727E+000, 1.1116727E+000, 1.4083915E+000, 1.4933413E+000, 1.4933413E+000, 1.4933413E+000, 3.8106366E-001
 1.0278912E+003, 2.0339333E+001, 2.0322324E+001, 2.0322324E+001, 2.0516801E+001, 2.4667432E+001, 5.4496280E+001, 5.4496280E+001, 8.5144503E+001, 9.0724915E+001, 9.0724915E+001, 9.4253940E+001, 9.4759391E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.1353386E-001, 8.1662118E-001, 8.1662118E-001, 7.9852520E-001, 6.1626171E-001, 4.3395074E-001, 4.3395074E-001, 9.6441041E-001, 1.1661245E+000, 1.1661245E+000, 1.3459829E+000, 1.4653060E+000, 1.4653060E+000, 1.4653060E+000, 4.5335926E-001
 1.0298236E+003, 2.0334367E+001, 2.0290158E+001, 2.0290158E+001, 2.0522554E+001, 2.4950372E+001, 5.2340548E+001, 5.2340548E+001, 8.2645102E+001, 9.0927641E+001, 9.0927641E+001, 9.4485501E+001, 9.4757575E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.6516858E-001, 8.4403858E-001, 8.4403858E-001, 7.9434491E-001, 6.1290493E-001, 4.7270255E-001, 4.7270255E-001, 9.0497308E-001, 1.1671885E+000, 1.1671885E+000, 1.3183578E+000, 1.4226537E+000, 1.4226537E+000, 1.4226537E+000, 5.3006831E-001
 1.0317560E+003, 2.0331217E+001, 2.0270551E+001, 2.0270551E+001, 2.0586052E+001, 2.5500713E+001, 5.1448530E+001, 5.1448530E+001, 7.9071578E+001, 9.0953923E+001, 9.0953923E+001, 9.4796034E+001, 9.4754694E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.3995537E-001, 8.7376823E-001, 8.7376823E-001, 7.7887719E-001, 6.0243069E-001, 5.0127533E-001, 5.0127533E-001, 7.9771408E-001, 1.1118503E+000, 1.1118503E+000, 1.3492809E+000, 1.3698955E+000, 1.3698955E+000, 1.3698955E+000, 6.4665977E-001
 1.0336885E+003, 2.0328401E+001, 2.0273992E+001, 2.0273992E+001, 2.0767453E+001, 2.6239084E+001, 5.2695167E+001, 5.2695167E+001, 7.6377502E+001, 9.0588991E+001, 9.0588991E+001, 9.4939862E+001, 9.4735974E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.4963055E-001, 8.8086298E-001, 8.8086298E-001, 7.6191789E-001, 5.9117484E-001, 5.1103787E-001, 5.1103787E-001, 6.8401172E-001, 1.0372560E+000, 1.0372560E+000, 1.3933769E+000, 1.3380777E+000, 1.3380777E+000, 1.3380777E+000, 6.7102159E-001
 1.0353849E+003, 2.0332397E+001, 2.0305179E+001, 2.0305179E+001, 2.1026929E+001, 2.6949100E+001, 5.4398775E+001, 5.4398775E+001, 7.5344377E+001, 8.9862661E+001, 8.9862661E+001, 9.4774866E+001, 9.4733708E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7495621E-001, 8.6930256E-001, 8.6930256E-001, 7.4775497E-001, 5.8671741E-001, 5.0037175E-001, 5.0037175E-001, 6.0813561E-001, 9.8974571E-001, 9.8974571E-001, 1.4086546E+000, 1.3392022E+000, 1.3392022E+000, 1.3392022E+000, 6.0285529E-001
 1.0370812E+003, 2.0341073E+001, 2.0358711E+001, 2.0358711E+001, 2.1418855E+001, 2.7716650E+001, 5.5103807E+001, 5.5103807E+001, 7.5092660E+001, 8.8853162E+001, 8.8853162E+001, 9.4479803E+001, 9.4778423E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.9923080E-001, 8.5411859E-001, 8.5411859E-001, 7.3331170E-001, 5.8956858E-001, 4.7461232E-001, 4.7461232E-001, 5.6607207E-001, 9.5958329E-001, 9.5958329E-001, 1.4141083E+000, 1.3567730E+000, 1.3567730E+000, 1.3567730E+000, 5.3186891E-001
 1.0389472E+003, 2.0349324E+001, 2.0452448E+001, 2.0452448E+001, 2.2019483E+001, 2.8859940E+001, 5.5194933E+001, 5.5194933E+001, 7.4143810E+001, 8.7593681E+001, 8.7593681E+001, 9.3591192E+001, 9.4905634E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.1231848E-001, 8.3649775E-001, 8.3649775E-001, 7.2057495E-001, 5.9787429E-001, 4.3834642E-001, 4.3834642E-001, 5.2887141E-001, 9.4125678E-001, 9.4125678E-001, 1.4130140E+000, 1.3665738E+000, 1.3665738E+000, 1.3665738E+000, 4.7224807E-001
 1.0409376E+003, 2.0352414E+001, 2.0506261E+001, 2.0506261E+001, 2.2830818E+001, 3.0433019E+001, 5.4960699E+001, 5.4960699E+001, 7.2731233E+001, 8.6591476E+001, 8.6591476E+001, 9.2287378E+001, 9.4844954E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.0510578E-001, 8.1163316E-001, 8.1163316E-001, 7.2739923E-001, 6.1088065E-001, 4.0134713E-001, 4.0134713E-001, 4.7544236E-001, 9.4277095E-001, 9.4277095E-001, 1.3910299E+000, 1.3648928E+000, 1.3648928E+000, 1.3648928E+000, 4.3748462E-001
 1.0423060E+003, 2.0353712E+001, 2.0476681E+001, 2.0476681E+001, 2.3408784E+001, 3.1422616E+001, 5.3930656E+001, 5.3930656E+001, 7.1510950E+001, 8.6172899E+001, 8.6172899E+001, 9.1980233E+001, 9.4694421E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8709547E-001, 7.8671747E-001, 7.8671747E-001, 7.5912701E-001, 6.2465786E-001, 3.7393207E-001, 3.7393207E-001, 4.2220604E-001, 9.4981291E-001, 9.4981291E-001, 1.3606655E+000, 1.3845376E+000, 1.3845376E+000, 1.3845376E+000, 4.5095425E-001
 1.0443586E+003, 2.0355440E+001, 2.0470818E+001, 2.0470818E+001, 2.3424677E+001, 3.2505005E+001, 5.2269102E+001, 5.2269102E+001, 7.0583496E+001, 8.6191552E+001, 8.6191552E+001, 9.2330028E+001, 9.4629541E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.7252444E-001, 7.6713770E-001, 7.6713770E-001, 8.0636888E-001, 6.4031266E-001, 3.4344108E-001, 3.4344108E-001, 3.7816519E-001, 9.5129367E-001, 9.5129367E-001, 1.3309783E+000, 1.4454436E+000, 1.4454436E+000, 1.4454436E+000, 5.1121030E-001
 1.0464112E+003, 2.0358219E+001, 2.0489881E+001, 2.0489881E+001, 2.3389573E+001, 3.3437731E+001, 5.0287304E+001, 5.0287304E+001, 7.0624866E+001, 8.6537016E+001, 8.6537016E+001, 9.2696594E+001, 9.4569194E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 7.8289651E-001, 7.5701972E-001, 7.5701972E-001, 8.5061471E-001, 6.5113115E-001, 2.9452952E-001, 2.9452952E-001, 3.6013192E-001, 9.4971164E-001, 9.4971164E-001, 1.3030088E+000, 1.5040669E+000, 1.5040669E+000, 1.5040669E+000, 5.7245071E-001
 1.0477796E+003, 2.0359048E+001, 2.0491392E+001, 2.0491392E+001, 2.3308663E+001, 3.3494512E+001, 4.8987427E+001, 4.8987427E+001, 7.1963423E+001, 8.7645199E+001, 8.7645199E+001, 9.3142132E+001, 9.4502514E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.2301204E-001, 7.5421839E-001, 7.5421839E-001, 8.6360363E-001, 6.4341984E-001, 2.4684128E-001, 2.4684128E-001, 3.8514795E-001, 9.4809256E-001, 9.4809256E-001, 1.2865844E+000, 1.5113327E+000, 1.5113327E+000, 1.5113327E+000, 5.7291755E-001
 1.0498322E+003, 2.0356206E+001, 2.0472833E+001, 2.0472833E+001, 2.2970933E+001, 3.3018829E+001, 4.9209789E+001, 4.9209789E+001, 7.4768406E+001, 8.9605361E+001, 8.9605361E+001, 9.3712255E+001, 9.4489932E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8453710E-001, 7.4594141E-001, 7.4594141E-001, 8.5241664E-001, 6.1447101E-001, 2.1187386E-001, 2.1187386E-001, 4.5187027E-001, 9.5289375E-001, 9.5289375E-001, 1.2670419E+000, 1.5141986E+000, 1.5141986E+000, 1.5141986E+000, 5.2897036E-001
 1.0512006E+003, 2.0352386E+001, 2.0444613E+001, 2.0444613E+001, 2.2532300E+001, 3.2680332E+001, 5.1317107E+001, 5.1317107E+001, 7.8517972E+001, 9.1379153E+001, 9.1379153E+001, 9.4169923E+001, 9.4548337E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.4280809E-001, 7.3326308E-001, 7.3326308E-001, 8.2604098E-001, 5.7184091E-001, 2.1035104E-001, 2.1035104E-001, 5.4566361E-001, 9.6714564E-001, 9.6714564E-001, 1.2368568E+000, 1.5099329E+000, 1.5099329E+000, 1.5099329E+000, 4.6915169E-001
 1.0531767E+003, 2.0350321E+001, 2.0409240E+001, 2.0409240E+001, 2.2009619E+001, 3.2541565E+001, 5.5818105E+001, 5.5818105E+001, 8.1795828E+001, 9.2682153E+001, 9.2682153E+001, 9.4416115E+001, 9.4591321E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.7364075E-001, 7.2955707E-001, 7.2955707E-001, 7.9160995E-001, 5.2564409E-001, 2.5249176E-001, 2.5249176E-001, 6.5123492E-001, 9.8747211E-001, 9.8747211E-001, 1.2235614E+000, 1.4735731E+000, 1.4735731E+000, 1.4735731E+000, 4.4348491E-001
 1.0550604E+003, 2.0354341E+001, 2.0350041E+001, 2.0350041E+001, 2.1556105E+001, 3.2088978E+001, 6.1331694E+001, 6.1331694E+001, 8.4731270E+001, 9.3615920E+001, 9.3615920E+001, 9.4517658E+001, 9.4668479E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6612073E-001, 7.5135872E-001, 7.5135872E-001, 7.4998922E-001, 4.7732483E-001, 3.3117072E-001, 3.3117072E-001, 7.7243923E-001, 1.0199477E+000, 1.0199477E+000, 1.2270943E+000, 1.4367670E+000, 1.4367670E+000, 1.4367670E+000, 4.8147627E-001
 1.0568732E+003, 2.0358464E+001, 2.0288122E+001, 2.0288122E+001, 2.1369774E+001, 3.0975862E+001, 6.5382720E+001, 6.5382720E+001, 8.7278475E+001, 9.4023922E+001, 9.4023922E+001, 9.4697906E+001, 9.4921065E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.2761416E-001, 7.9530989E-001, 7.9530989E-001, 7.1642262E-001, 4.4289653E-001, 4.1725244E-001, 4.1725244E-001, 8.6697247E-001, 1.0666184E+000, 1.0666184E+000, 1.1965542E+000, 1.4651837E+000, 1.4651837E+000, 1.4651837E+000, 5.6674471E-001
 1.0584687E+003, 2.0358920E+001, 2.0253149E+001, 2.0253149E+001, 2.1301631E+001, 3.0043778E+001, 6.8139758E+001, 6.8139758E+001, 8.8973452E+001, 9.4254181E+001, 9.4254181E+001, 9.5132665E+001, 9.5351747E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.8518494E-001, 8.4433521E-001, 8.4433521E-001, 6.9672113E-001, 4.2441130E-001, 4.9092118E-001, 4.9092118E-001, 9.1358150E-001, 1.1084327E+000, 1.1084327E+000, 1.1759422E+000, 1.5385958E+000, 1.5385958E+000, 1.5385958E+000, 6.3673320E-001
 1.0605152E+003, 2.0360199E+001, 2.0256686E+001, 2.0256686E+001, 2.1303341E+001, 2.9616000E+001, 6.9720229E+001, 6.9720229E+001, 9.0021941E+001, 9.4476383E+001, 9.4476383E+001, 9.5624067E+001, 9.5876208E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.5925070E-001, 9.0273103E-001, 9.0273103E-001, 6.9546554E-001, 4.2286795E-001, 5.4886409E-001, 5.4886409E-001, 9.1139145E-001, 1.1186483E+000, 1.1186483E+000, 1.2137766E+000, 1.5951013E+000, 1.5951013E+000, 1.5951013E+000, 6.8084390E-001
 1.0620500E+003, 2.0361739E+001, 2.0280597E+001, 2.0280597E+001, 2.1352858E+001, 2.9269404E+001, 7.0188177E+001, 7.0188177E+001, 9.0625480E+001, 9.4635213E+001, 9.4635213E+001, 9.6056078E+001, 9.6338703E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.6733570E-001, 9.5236963E-001, 9.5236963E-001, 7.1793145E-001, 4.4426129E-001, 5.7254367E-001, 5.7254367E-001, 8.6804340E-001, 1.0876055E+000, 1.0876055E+000, 1.2620436E+000, 1.5956581E+000, 1.5956581E+000, 1.5956581E+000, 6.9092937E-001
 1.0640965E+003, 2.0355235E+001, 2.0292533E+001, 2.0292533E+001, 2.1434683E+001, 2.8685591E+001, 7.0643067E+001, 7.0643067E+001, 9.0542636E+001, 9.4583918E+001, 9.4583918E+001, 9.6340679E+001, 9.6641882E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 8.9987019E-001, 9.6815313E-001, 9.6815313E-001, 7.5836248E-001, 4.9217036E-001, 5.5591341E-001, 5.5591341E-001, 8.0062485E-001, 1.0476598E+000, 1.0476598E+000, 1.2789412E+000, 1.5403168E+000, 1.5403168E+000, 1.5403168E+000, 6.6435439E-001
 1.0656825E+003, 2.0343072E+001, 2.0294341E+001, 2.0294341E+001, 2.1509221E+001, 2.8052660E+001, 7.0901985E+001, 7.0901985E+001, 8.9924612E+001, 9.4394147E+001, 9.4394147E+001, 9.6424827E+001, 9.6724878E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3057437E-001, 9.5013401E-001, 9.5013401E-001, 8.0228527E-001, 5.5886667E-001, 5.0901463E-001, 5.0901463E-001, 7.3141615E-001, 1.0470118E+000, 1.0470118E+000, 1.2599057E+000, 1.4476278E+000, 1.4476278E+000, 1.4476278E+000, 6.1466101E-001
 1.0679336E+003, 2.0325635E+001, 2.0295536E+001, 2.0295536E+001, 2.1521817E+001, 2.7719441E+001, 7.0623698E+001, 7.0623698E+001, 8.9088498E+001, 9.4473950E+001, 9.4473950E+001, 9.6355579E+001, 9.6722033E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.4512406E-001, 9.2590646E-001, 9.2590646E-001, 8.4334148E-001, 6.3440080E-001, 4.3477608E-001, 4.3477608E-001, 6.7976624E-001, 1.0964380E+000, 1.0964380E+000, 1.2238305E+000, 1.3531549E+000, 1.3531549E+000, 1.3531549E+000, 5.5983718E-001
 1.0697907E+003, 2.0316528E+001, 2.0291309E+001, 2.0291309E+001, 2.1489598E+001, 2.7467040E+001, 6.9270052E+001, 6.9270052E+001, 8.6501792E+001, 9.4898543E+001, 9.4898543E+001, 9.6349135E+001, 9.6847632E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5057164E-001, 9.2957446E-001, 9.2957446E-001, 8.8070964E-001, 7.0093295E-001, 3.3926657E-001, 3.3926657E-001, 6.6933615E-001, 1.1316205E+000, 1.1316205E+000, 1.1777557E+000, 1.3031812E+000, 1.3031812E+000, 1.3031812E+000, 5.1336327E-001
 1.0710289E+003, 2.0321004E+001, 2.0281606E+001, 2.0281606E+001, 2.1352151E+001, 2.7273849E+001, 6.6922370E+001, 6.6922370E+001, 8.3864814E+001, 9.4259236E+001, 9.4259236E+001, 9.6352244E+001, 9.6883212E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.5716414E-001, 9.5141560E-001, 9.5141560E-001, 9.0057264E-001, 7.2926271E-001, 2.6564309E-001, 2.6564309E-001, 6.8576392E-001, 1.1143062E+000, 1.1143062E+000, 1.1354937E+000, 1.3105537E+000, 1.3105537E+000, 1.3105537E+000, 4.9247607E-001
 1.0728860E+003, 2.0332612E+001, 2.0268620E+001, 2.0268620E+001, 2.1180388E+001, 2.7263324E+001, 6.4015437E+001, 6.4015437E+001, 8.1329989E+001, 9.3004567E+001, 9.3004567E+001, 9.6218621E+001, 9.7019796E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6856503E-001, 9.7467885E-001, 9.7467885E-001, 9.0975311E-001, 7.3465150E-001, 2.0236249E-001, 2.0236249E-001, 6.8804345E-001, 1.0782400E+000, 1.0782400E+000, 1.1111920E+000, 1.3361714E+000, 1.3361714E+000, 1.3361714E+000, 4.7502905E-001
 1.0747432E+003, 2.0347533E+001, 2.0253119E+001, 2.0253119E+001, 2.0956208E+001, 2.7627523E+001, 6.0146200E+001, 6.0146200E+001, 7.8551850E+001, 9.1356013E+001, 9.1356013E+001, 9.6090041E+001, 9.7196832E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.7774400E-001, 9.8459445E-001, 9.8459445E-001, 9.0538860E-001, 7.1950110E-001, 1.6820937E-001, 1.6820937E-001, 6.5370549E-001, 1.0530890E+000, 1.0530890E+000, 1.1268833E+000, 1.3504911E+000, 1.3504911E+000, 1.3504911E+000, 4.5001241E-001
 1.0766003E+003, 2.0365198E+001, 2.0238794E+001, 2.0238794E+001, 2.0734285E+001, 2.7943528E+001, 5.4863121E+001, 5.4863121E+001, 7.5208485E+001, 8.9848746E+001, 8.9848746E+001, 9.6209287E+001, 9.7425588E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.6843556E-001, 9.6714764E-001, 9.6714764E-001, 8.8646812E-001, 7.0058721E-001, 2.0294047E-001, 2.0294047E-001, 5.9862092E-001, 1.0500640E+000, 1.0500640E+000, 1.1807234E+000, 1.3437258E+000, 1.3437258E+000, 1.3437258E+000, 4.2255837E-001
 1.0784575E+003, 2.0386071E+001, 2.0228328E+001, 2.0228328E+001, 2.0585915E+001, 2.7719905E+001, 4.7271453E+001, 4.7271453E+001, 7.0350622E+001, 8.8335616E+001, 8.8335616E+001, 9.6538034E+001, 9.7811016E+001, 2.0000000E+001, 2.0000000E+001, 2.0000000E+001, 9.3661256E-001, 9.3183147E-001, 9.3183147E-001, 8.5884869E-001, 6.9883753E-001, 2.8306486E-001, 2.8306486E-001, 5.4783611E-001, 1.0377120E+000, 1.0377120E+000, 1.2517921E+000, 1.3552592E+000, 1.3552592E+000, 1.3552592E+000, 3.9791799E-001
